Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
692017061022,Tobacco,1,0,n,n,NINJA SCALE NJ 800 ,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
695521103011,Gin,1,0,n,n,CITADELLE GIN_,750 ML,,n,1,1,2500,n,,0,,,,,,n,,,,,,,
695521151456,Vodka,1,0,n,n,Plantation,750,,n,1,1,1675,n,,0,,,,,,n,,,,,,,
695521151661,Vodka,1,0,n,n,Plantation 3 stars,750ML,,n,1,1,1675,n,,0,,,,,,n,,,,,,,
695521152873,Rum,1,4599,n,n,Plantation,1.75L,,n,1,1,3599,n,,0,,,,,,n,,,,,,,
695521154853,Rum,1,4099,n,n,Plantation pineapple rum 750 mL,750.00 ML,n,n,1,1,2740,n,,0,,,,,,n,,,,,,,
695521154983,Rum,1,4099,n,n,Planteray cut&dry coconut rum,,,n,1,1,2740,n,,0,,,,,,n,,,,,,,
695769720087,Tax,1,399,n,n,Cups 1 oz,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
695769720148,Tax,1,399,n,n,Lids 1oz,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
696831882252,Tobacco,1,3299,n,n,JuSt Gummi,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
696831882641,Tobacco,1,3299,n,n,Just Gummi,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
697478461275,Vodka,1,1109,n,n,Texacraft Sour Pickel ,50Ml,n,n,1,1,1099,n,,5,,,,,,n,,,,,,,
697478461473,Vodka,1,5619,n,n,TEXACRAFT PICKLE 50,50ML,n,n,1,1,4320,n,,1,,,,,,n,,,,,,,
697691510835,Liqueur,1,1679,n,n,BROWN JUG ROOT 750,750ML,n,n,1,1,1295,n,,3,,,,,,n,,,,,,,
698450753463,Alcohol,1,3509,n,n,Socorro Teq. Blanco,750ML,n,n,1,1,2700,n,,3,,,,,,n,,,,,,,
698450754460,Alcohol,1,3899,n,n,Socorro Teq. Reposada,750ML,,n,1,1,3000,n,,3,,,,,,n,,,,,,,
698450755467,Alcohol,1,4289,n,n,Socorro Teq. Anejo,750ML,n,n,1,1,3300,n,,3,,,,,,n,,,,,,,
699013000550,Alcohol,1,7699,n,n,RON ZACAPA RUM CENT 23YR 80,750ML,n,n,1,1,5926,n,,3,,,,,,n,,,,,,,
699013000567,Alcohol,1,11649,n,n,RON ZACAPA RUM CENTENARIO XO 80,750ML,,n,1,1,8963,n,,3,,,,,,n,,,,,,,
700073003990,Vodka,1,0,n,n,Pickle shot,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700073004003,Vodka,1,0,n,n,Dil  pickle,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700073004010,Vodka,1,0,n,n,Pickle spicy,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700073004027,Vodka,1,0,n,n,Dil picklespice,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700118827246,Vodka,1,849,n,n,Barin Premium Vodka 1.75L,1.75L,n,n,1,1,650,n,,6,,,,,,n,,,,,,,
700118827253,Vodka,1,0,n,n,Barin,1L,,n,1,1,375,n,,0,,,,,,n,,,,,,,
700118827444,Vodka,1,229,n,n,Barin Premium Vodka 375mL,375ML,,n,1,1,180,n,,0,,,,,,n,,,,,,,
700118827598,Brandy,1,0,n,n,Tersor,,n,n,1,1,2467,n,,0,,,,,,n,,,,,,,
700118828076,Rum,1,1299,n,n,Sindicato Gold Rum,1.75L,n,n,1,1,1000,n,,3,,,,,,n,,,,,,,
700118828083,Rum,1,1299,n,n,Sindicato Silver Rum,1.75L,n,n,1,1,1000,n,,3,,,,,,n,,,,,,,
700118828212,Vodka,1,1259,n,n,Snow Premium-Blue,1.75L,n,n,1,1,967,n,,3,,,,,,n,,,,,,,
700118828564,Rum,1,1299,n,n,Sindicato Spiced Rum,1.75L,n,n,1,1,1000,n,,3,,,,,,n,,,,,,,
700118828571,Rum,1,1299,n,n,Sindicato Pineapple Rum,1.75L,n,n,1,1,1000,n,,3,,,,,,n,,,,,,,
700118828588,Rum,1,1299,n,n,Sindicato Coconut Rum,1.75L,n,n,1,1,1000,n,,3,,,,,,n,,,,,,,
700118828670,Vodka,1,0,n,n,Brain,1Lit,,n,1,1,508,n,,0,,,,,,n,,,,,,,
700118828700,Gin,1,1259,n,n,Bakerstreet Imported Dry Gin 1.75L,1.75L,,n,1,1,970,n,,0,,,,,,n,,,,,,,
700118828878,Vodka,1,1199,n,n,Snow,750 ML,n,n,1,1,475,n,,0,,,,,,n,,,,,,,
700118828960,Vodka,1,1169,n,n,Polaris Premium Vodka 1.75L,1.75L,,n,1,1,900,n,,6,,,,,,n,,,,,,,
700118829042,Vodka,1,295,n,n,Barin ,375ml,n,n,1,1,225,n,,24,,,,,,n,,,,,,,
700118829073,Wine,1,499,n,n,Condelier,750 ML,n,n,1,1,342,n,,0,,,,,,n,,,,,,,
700118829165,Vodka,1,789,n,n,Snow,375 ml,n,n,1,1,699,n,,0,,,,,,n,,,,,,,
700118829196,Vodka,1,849,n,n,Bakerstreet Premium Vodka 1.75L,1.75L,,n,1,1,650,n,,3,,,,,,n,,,,,,,
700118829318,Vodka,1,1429,n,n,Clapback @ Me Apple 1L,1L,,n,1,1,1100,n,,0,,,,,,n,,,,,,,
700118829394,Vodka,1,599,n,n,Snow whipped cream,750 ML,n,n,1,1,550,n,,0,,,,,,n,,,,,,,
700118829516,Whiskey,1,1299,n,n,Bakerstreet Premium Whiskey 1.75L,1.75L,,n,1,1,1000,n,,0,,,,,,n,,,,,,,
700118829547,Wine,1,909,n,n,AXOM Mango Sweet Wine 750mL,750ML,,n,1,1,700,n,,0,,,,,,n,,,,,,,
700118829554,Vodka,1,1259,n,n,Snow Premium Whipped Cream,1.75L,n,n,1,1,967,n,,3,,,,,,n,,,,,,,
700118829561,Wine,1,909,n,n,AXOM Strawberry Sweet Wine 750mL,750ML,,n,1,1,700,n,,0,,,,,,n,,,,,,,
700118829578,Wine,1,909,n,n,AXOM Blackberry Sweet Wine 750mL,750ML,,n,1,1,700,n,,0,,,,,,n,,,,,,,
700118829721,Soju,1,520,n,n,Hansol Soju,375ml,n,n,1,1,400,n,,18,,,,,,n,,,,,,,
700118829745,Soju,1,520,n,n,Hansol Soju,375ml,n,n,1,1,399,n,,19,,,,,0,n,,,,,,,
700118829837,Soju,1,520,n,n,Hansol Soju Lychee 375mL,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829844,Soju,1,520,n,n,Hansol Soju Strawberry,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829851,Soju,1,520,n,n,Hansol Soju Apple 375mL,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829868,Soju,1,520,n,n,Hansol Soju Watermelon,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829929,Soju,1,520,n,n,Hansol Soju Original 375mL,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829936,Soju,1,520,n,n,Hansol Sujo ,,n,n,1,1,400,n,,20,,,,,,n,,,,,,,
700118829950,Soju,1,520,n,n,Hansol Soju Peach,375ml,n,n,1,1,400,n,,19,,,,,,n,,,,,,,
700118829967,Wine,1,589,n,n,Trezor Premier Brut 750mL,750ML,,n,1,1,450,n,,3,,,,,,n,,,,,,,
700175365781,Chips,1,259,n,n,Adobadas,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109139,Tobacco,1,0,n,n,OPMS Liquid Kratom,8 ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109412,Tobacco,1,0,n,n,KRA VIETOM POWDER,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109443,Tobacco,1,0,n,n,KRA BALI POWER,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109450,Tobacco,1,0,n,n,bali kratom,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109474,Tobacco,1,0,n,n,Maeng da,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109481,Tobacco,1,0,n,n,KRATOM MAENG DA 3OZ,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598109535,Tobacco,1,0,n,n,MALAYSIAN 1OZ POWDER,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598112016,Tobacco,1,0,n,n,KRA RED VEIN BELA C,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598112023,Tobacco,1,0,n,n,MEANGDA,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598112047,Tobacco,1,0,n,n,malay,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
700598116366,Tobacco,1,0,n,n,Remarkable Maeng Da 3 oz powder,3oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
701254520206,Vodka,1,3579,n,n,Polar Bear Vodka,175,n,n,1,1,2750,n,,3,,,,,,n,,,,,,,
701254520305,Vodka,1,4459,n,n,Alaskan Polar Bear,750 ml,n,n,1,1,3428,n,,3,,,,,,n,,,,,,,
701530510501,Tequila,1,0,n,n,Partida Blanco Tequila,750 ml,,n,1,1,4599,n,,0,,,,,,n,,,,,,,
701530512505,Tequila,1,0,n,n, Partida Tequila Anejo,750 ml,,n,1,1,4349,n,,0,,,,,,n,,,,,,,
702338998867,Drinks,1,0,n,n,Cinco de mayo classic,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
702565657322,Whiskey,1,0,n,n,CREEK WATER 100 PROOF 750 ML,100 PROOF 750 ML,,n,1,1,2239,n,,0,,,,,,n,,,,,,,
704228011212,Tequila,1,3075,n,n,Arette 1L,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
704982301031,Drinks,1,0,n,n,Bug Juice:Lemon Lime,10.00 FL OZ,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
704982301055,Drinks,1,0,n,n,Bug juice,10 oz,y,n,1,1,89,n,,0,,,,,,n,,,,,,,
705333581775,Tobacco,1,2899,n,n,Cake txpoundcake 1g,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
705333582567,Tobacco,1,2899,y,n,Cake SSHaze,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
705333586886,Tobacco,1,2900,y,n,Cake king louis,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
705333587869,Tobacco,1,2899,n,n,Cake lemon kush,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
705814721126,Canned,1,499,n,n,Early California:Pimiento Stuffed,5.75 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
705814727302,Mix,1,0,n,n,Early California:Extra Large - Pitted California Ripe,6.00 OZ,,n,1,1,299,n,,0,,,,,,n,,,,,,,
705814728309,General Food,1,229,n,n,Early California:Sliced California Ripe,2.25 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
706460240467,Drinks,1,0,n,n,Skwinkles Rellenos Watermelon,2.47 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
706460750973,Drinks,1,0,n,n,Lucas Pepino,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
707849214062,Household,1,2949,n,n,Bluey cups,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
707849214079,Household,1,2949,n,n,Hello kitty gift set,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
708747152838,Tequila,1,0,n,n,Derrumbes Meazcal San Luis,750 ML,,n,1,1,3864,n,,0,,,,,,n,,,,,,,
708747152845,Alcohol,1,0,n,n,Derrumbes Mezcal Joven Durango,,n,n,1,1,4074,n,,0,,,,,,n,,,,,,,
709215201850,Cigarettes,1,0,n,n,305s Purple,Regular,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
709215202109,Cigarettes,1,0,n,n,305 Purple 100s,100's,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
709215302144,Cigarettes,1,0,n,n,305s Blue 100's,100's,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
709215402127,Cigarettes,1,0,n,n,305's Green 100's,100's,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
709565101053,Tequila,1,999,n,n,BUEN AMIGO SILVER TEQ 1L,1L,n,n,1,1,749,n,,3,,,,,,n,,,,,,,
709565102050,Tequila,1,999,n,n,BUEN AMIGOS TEQUILA 1L,1L,n,n,1,1,799,n,,3,,,,,,n,,,,,,,
709951706015,Tequila,1,4814,n,n,Yave Blanco Tequila,750ml,n,n,1,1,3375,n,,3,,,,,,n,,,,,,,
709951706022,Tequila,1,5199,n,n,Yave Tequila Repasado,750ml,n,n,1,1,3299,n,,4,,,,,,n,,,,,,,
709951706046,Liquor,1,4814,n,n,Yave Tequila Mango,750ml,,n,1,1,3375,n,,3,,,,,,n,,,,,,,
709951706053,Liquor,1,4814,n,n,Yave Tequila Coconut,,,n,1,1,3375,n,,0,,,,,,n,,,,,,,
709951706060,Tequila,1,4814,n,n,Yave Blanco Jalapño,750ml,n,n,1,1,1685,n,,3,,,,,,n,,,,,,,
711410003016,General Food,1,599,n,n,San Luis Hot sauce,31.4 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
714573249390,Drinks,1,0,n,n,Cinco de mayo manbo michelada,32oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
715141503494,Grocery Non-Taxable,1,0,n,n,Egg-Land's Best:Grade A Large Eggs,24.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716053603012,Tax,1,799,n,n,Home charger,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716053603029,Tax,1,799,n,n,Car charger,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716053603111,Tax,1,1099,n,n,Iphone,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716053603128,Tax,1,0,n,n,Charger,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716053604385,Household,1,1099,n,n,Iphone charger,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716053604965,Tax,1,799,n,n,Type C cable,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716053605122,Tax,1,1199,n,n,USB cable,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716053605139,Tax,1,1199,n,n,Cable,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
716165174172,Tobacco,1,0,n,n,RAW organic hemp,4-Nov,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165174219,Tobacco,1,0,n,n,RAW Natural Unrefined Hemp King Size Slim Rolling Papers,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165174578,Tobacco,1,0,n,n,RAW Natural Unrefined King Size Cones Rolling Papers 1 BOX 32/3Packs,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165176107,Tobacco,1,0,n,n,Classic Raw Rolling Paper,1.5,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165176121,Tobacco,1,0,n,n,Raw Organic Hemp Rolling Paper 1 1/4,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165177111,Tobacco,1,0,n,n,Raw Cone,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165177319,Tobacco,1,0,n,n,"Classic RAW ""Natural Unrefined Rolling Papers"" 1.25 Unbleached",0.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165179696,Tobacco,1,0,n,n,Classic Raw Natural Unrefined Rolling Papers,12 inch,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165200543,Tobacco,1,0,n,n,Raw,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165201953,Tobacco,1,0,n,n,Cone,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165202103,Tobacco,1,0,n,n,Raw Hemp Rolling Paper,3 pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716165295716,Tobacco,1,359,n,n,Cone,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
716819559843,Liqueurs,1,1949,n,n,CASALS VERMOUTH ROJO,750ml,n,n,1,1,1499,n,,6,,,,,0,n,,,,,,,
717340432056,Tobacco,1,1399,n,n,Cake gummi,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340432087,Tobacco,1,1399,n,n,Modelo,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340432094,Tobacco,1,1399,n,n,Cake Gummi,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340432100,Tobacco,1,1399,n,n,Cake gummi,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340432117,Tobacco,1,1399,n,n,Modelo,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340434722,Tobacco,1,3400,y,n,Cake tx poundcake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340434777,Tobacco,1,3499,n,n,CakeOG kush,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340437327,Tobacco,1,3699,n,n,Cake 2.0,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340437501,Cigarettes,1,0,n,n,Cake delta 10,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
717340437891,Tobacco,1,2999,n,n,Cake whiTe runt,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340437907,Tobacco,1,3400,y,n,Cake wedding cake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340438010,Tobacco,1,3400,y,n,Cake blue dream,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340438027,Tobacco,1,3400,y,n,Cake banana runtz,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340443304,Tobacco,1,2199,n,n,Cake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340444370,Tobacco,1,2199,n,n,Cake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340444424,Tobacco,1,2199,n,n,Cake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340444462,Tobacco,1,2199,n,n,Cake,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340446114,Tobacco,1,3400,y,n,Cake thin mint,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
717340446183,Tobacco,1,3400,y,n,Cake blueberry cookies,1.5,,n,1,0,0,n,,0,,,,,,n,,,,,,,
718262901613,Chips,1,259,n,n,Chips,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410200015,Tax,1,0,n,n,5-hour Energy:Grape,2.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410500016,Tax,1,0,n,n,5-hour Energy:Berry,1.93 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410700010,Tax,1,0,n,n,5-hour Energy:Extra Strength,2.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410720018,Tax,1,0,n,n,5-Hour Extra Strength Energy Grape Flavor,1.93 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410730017,Tax,1,0,n,n,5-hour Energy:Extra Strength - Sour Apple,1.93 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410739003,Tax,1,339,n,n,5 hr energy,EA,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410740016,Tax,1,0,n,n,5-hour Extra Strength Strawberry Watermelon,1.93 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410750015,Tax,1,0,n,n,5 hour Energy Peach Mango Extra,1.93 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410760014,Tax,1,0,n,n,5-hour energy extra blue raspberry,2.00floz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410775001,Tax,1,339,n,n,5 hr energy,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410785000,Tax,1,0,n,n,5hr tropical burst extra str.,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719410786007,Tax,1,0,n,n,5-hour energy,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719499005037,Tobacco,1,0,n,n,Highhemp Organic,EA,,n,1,1,0,n,,0,,,,,,n,,,,,,,
719499005549,Tobacco,1,129,n,n,Hemp,2ct,,n,1,0,0,n,,0,,,,,,n,,,,,,,
720464058057,Drinks,1,0,n,n,Candy,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
720495900653,Chips,1,299,n,n,T.G.I. Friday's:Snack Chips Cheddar & Sour Cream,3.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
720495902350,Chips,1,299,n,n,T.G.I. Friday's:Cheddar & Bacon,3.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
720495910355,Chips,1,299,n,n,T.G.I. Friday's:Original,2.25 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
720495929074,Chips,1,299,n,n,TGI Fridays Potato Skins Bacon Ranch,3 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
720815910133,Tequila,1,3699,n,n,CABO WABO TEQ REPOSADO 80,750ML,,n,1,1,2849,n,,3,,,,,,n,,,,,,,
720815910539,Tequila,1,3899,n,n,CABO WABO TEQ ANEJO 80,750ML,,n,1,1,2999,n,,3,,,,,,n,,,,,,,
720815910737,Tequila,1,3409,n,n,CABO WABO TEQ BLANCO 80,750ML,,n,1,1,2624,n,,3,,,,,,n,,,,,,,
720815920101,Whiskey,1,0,n,n,Templeton Rye 4yrs,750ml,,n,1,1,2562,n,,0,,,,,,n,,,,,,,
720815920231,Whiskey,1,4119,n,n,Templeton Rye 6yr,750 ML,n,n,1,1,3224,n,,3,,,,,,n,,,,,,,
720815921566,Whiskey,1,3599,n,n,Templeton rye,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
720815922044,Whiskey,1,3699,n,n,Templeton fortitude,750ml,n,n,1,1,2849,n,,0,,,,,,n,,,,,,,
720815930131,Tequila,1,3219,n,n,Tequila Corralejo Reposado,750ml,n,n,1,1,2474,n,,6,,,,,,n,,,,,,,
720815930148,Tequila,1,5949,n,n,Corralejo Silver,1.75L,n,n,1,1,4574,n,,6,,,,,,n,,,,,,,
720815930339,Tequila,1,4189,n,n,Tequila Corralejo Añejo,750ml,n,n,1,1,3224,n,,6,,,,,,n,,,,,,,
720815930513,Whiskey,1,6139,n,n,Repodaso Tequila Corralejo,1.75L,n,n,1,1,4724,n,,6,,,,,,n,,,,,,,
720815930636,Tequila,1,3119,n,n,Tequila Silver Corralejo,750ml,n,n,1,1,2399,n,,6,,,,,,n,,,,,,,
720815985735,Vodka,1,975,n,n,Seagram's wodka,750ml,n,n,1,1,750,n,,12,,,,,,n,,,,,,,
720815985834,Vodka,1,0,n,n,Seagrams Vodka1,750ml,,n,1,1,799,n,,0,,,,,,n,,,,,,,
720815988347,Vodka,1,1749,n,n,Seagrams Vodka,1.75L,n,n,1,1,1349,n,,6,,,,,,n,,,,,,,
721059000000,Whiskey,1,6919,n,n,Russell’s res. KSB,750ML,n,n,1,1,5324,n,,3,,,,,,n,,,,,,,
721059000222,Burbone,1,5459,n,n,Wild Turkey,750ML,n,n,1,1,4199,n,,3,,,,,,n,,,,,,,
721059000505,Vodka,1,1659,n,n,SKYY VODKA 80 PET 10/12PK,50ML,,n,1,1,1277,n,,10,,,,,,n,,,,,,,
721059001298,Tequila,1,4189,n,n,ESPOLON TEQ ANEJO BOURBON BRL 80,750ML,,n,1,1,3224,n,,3,,,,,,n,,,,,,,
721059001311,Alcohol,1,2929,n,n,APEROL APERITIVO 22,750ML,n,n,1,1,2250,n,,6,,,,,,n,,,,,,,
721059001380,Whiskey(Blended),1,0,n,n,Wild Turkey American Honey,750 ml,,n,1,1,0,n,,0,,,,,,n,,,,,,,
721059001502,Rum,1,2529,n,n,APPLETON RUM EST SIGN 80,750ML,,n,1,1,1949,n,,3,,,,,,n,,,,,,,
721059001526,Alcohol,1,3799,n,n,APPLETON RUM EST 10YR 92,750ML,,n,1,1,2924,n,,6,,,,,,n,,,,,,,
721059001557,Alcohol,1,4189,n,n,APPLETON RUM EST 12YR RARE CASK 86,750ML,,n,1,1,3224,n,,3,,,,,,n,,,,,,,
721059002844,Burbone,1,3709,n,n,WILD TURKEY BBN LONGBRANCH 86,750ML,n,n,1,1,2850,n,,2,,,,,,n,,,,,,,
721059003124,Wine,1,0,n,n,Wild turkr,50ml,n,n,0,1,60,n,,0,,,,,,n,,,,,,,
721059003148,Burbone,1,6629,n,n,WILD TURKEY REY,750ML,n,n,1,1,5099,n,,3,,,,,,n,,,,,,,
721059003162,Whiskey,1,2625,n,n,Wind Turkey 101,750 ML,n,n,1,1,1800,n,,0,,,,,,n,,,,,,,
721059003445,Alcohol,1,0,n,n,Skyy Lemon,,n,n,1,1,1199,n,,0,,,,,,n,,,,,,,
721059003476,Vodka,1,0,n,n,Skyy Lime,4pk,,n,1,1,1199,n,,0,,,,,,n,,,,,,,
721059003681,Vodka,1,1559,n,n,SKYY Sppicy Mnngo,750ML,n,n,1,1,1199,n,,3,,,,,,n,,,,,,,
721059003759,Vodka,1,819,n,n,SKYY VODKA 80,375ML,,n,1,1,1374,n,,12,,,,,,n,,,,,,,
721059003858,Liqueurs,1,4599,n,n,grandmariner gift box,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
721059003926,Vodka,1,1559,n,n,SKYY VOD INF VANILLA 70,750ML,,n,1,1,1199,n,,3,,,,,,n,,,,,,,
721059007504,Vodka,1,1359,n,n,SKYY VODKA 80,750ML,,n,1,1,1049,n,,12,,,,,,n,,,,,,,
721059017503,Vodka,1,0,n,n,SKYY VODKA,1.75L,,n,1,1,2122,n,,0,,,,,,n,,,,,,,
721059047500,Liqueur,1,3509,n,n,CAMPARI APERITIVO 48,750ML,n,n,1,1,2700,n,,3,,,,,,n,,,,,,,
721059087506,Liqueur,1,2459,n,n,OUZO #12 80,750ML,,n,1,1,1892,n,,3,,,,,,n,,,,,,,
721059487535,Whiskey,1,5559,n,n,Tullamore D.E.W 12Y,750ml,n,n,1,1,4274,n,,6,,,,,0,n,,,,,,,
721059627504,Vodka,1,1559,n,n,SKYY VOD INF CITRUS 70,750ML,,n,1,1,1199,n,,3,,,,,,n,,,,,,,
721059707503,Alcohol,1,3319,n,n,ESPOLON TEQ BLANCO 80,750ML,,n,1,1,2550,n,,11,,,,,,n,,,,,,,
721059707510,Alcohol,1,3709,n,n,ESPOLON TEQ REPOSADO 80,750ML,,n,1,1,2850,n,,12,,,,,,n,,,,,,,
721059811750,Burbon,1,4289,n,n,WT American Honey,1.75L,,n,1,1,3299,n,,3,,,,,,n,,,,,,,
721059815000,Cocktail,1,0,n,n,Wild Turkey Am Honey,750,,n,1,1,0,n,,0,,,,,,n,,,,,,,
721059817509,Burbone,1,2239,n,n,WT American Honey,750ML,n,n,1,1,1725,n,,3,,,,,,n,,,,,,,
721059841757,Alcohol,1,4289,n,n,WILD TURKEY BBN 81,1.75L,n,n,1,1,3300,n,,6,,,,,,n,,,,,,,
721059847506,Burbone,1,2239,n,n,WILD TURKEY BBN 81,750ML,n,n,1,1,1724,n,,3,,,,,,n,,,,,,,
721059891752,Alcohol,1,5169,n,n,WILD TURKEY BBN 101,1.75LT,,n,1,1,3975,n,,6,,,,,,n,,,,,,,
721059893756,Whiskey,1,0,n,n,WILD TURKEY 101 375 ML,375 ml,,n,1,1,910,n,,0,,,,,,n,,,,,,,
721059897501,Burbone,1,2539,n,n,WILD TURKEY BBN 101,750ML,n,n,1,1,1950,n,,3,,,,,,n,,,,,,,
721059957502,Whiskey,1,0,n,n,Russells Reserve 10y,750ml,,n,1,1,3899,n,,0,,,,,,n,,,,,,,
721059967501,Whiskey,1,5949,n,n,Russell’s res. Rye 6yr,750ML,n,n,1,1,4574,n,,3,,,,,,n,,,,,,,
721059987509,Liqueur,1,3409,n,n,FRANGELICO LIQ 40,750ML,n,n,1,1,2624,n,,3,,,,,,n,,,,,,,
